STATEFP|PLACEFP|NAME|NAMELSAD
34|36150|Johnsonburg|Johnsonburg CDP
34|36300|Juliustown|Juliustown CDP
34|36484|Kean University|Kean University CDP
34|36570|Keasbey|Keasbey CDP
34|36660|Kendall Park|Kendall Park CDP
34|36720|Kenvil|Kenvil CDP
34|36930|Kingston|Kingston CDP
34|36960|Kingston Estates|Kingston Estates CDP
34|37680|Lake Hiawatha|Lake Hiawatha CDP
34|37710|Lake Hopatcong|Lake Hopatcong CDP
34|38040|Lake Mohawk|Lake Mohawk CDP
34|38296|Lakeside-Beebe Run|Lakeside-Beebe Run CDP
34|38430|Lake Telemark|Lake Telemark CDP
34|38580|Lakewood|Lakewood CDP
34|38670|Lamington|Lamington CDP
34|38700|Landing|Landing CDP
34|39045|Laurel Heights|Laurel Heights CDP
34|39120|Laurel Lake|Laurel Lake CDP
34|39360|Laurence Harbor|Laurence Harbor CDP
34|39570|Lawrenceville|Lawrenceville CDP
34|39600|Layton|Layton CDP
34|39750|Ledgewood|Ledgewood CDP
34|39810|Leeds Point|Leeds Point CDP
34|39870|Leesburg|Leesburg CDP
34|39883|Leisure Knoll|Leisure Knoll CDP
34|39885|Leisuretowne|Leisuretowne CDP
34|39900|Leisure Village|Leisure Village CDP
34|39910|Leisure Village East|Leisure Village East CDP
34|39916|Leisure Village West|Leisure Village West CDP
34|39990|Leonardo|Leonardo CDP
34|40140|Liberty Corner|Liberty Corner CDP
34|40320|Lincroft|Lincroft CDP
34|40990|Llewellyn Park|Llewellyn Park CDP
34|41400|Long Valley|Long Valley CDP
34|41495|Lopatcong Overlook|Lopatcong Overlook CDP
34|41700|Lower Berkshire Valley|Lower Berkshire Valley CDP
34|42180|Lyons|Lyons CDP
34|42390|McGuire AFB|McGuire AFB CDP
34|42420|McKee City|McKee City CDP
34|42450|Macopin|Macopin CDP
34|42540|Madison Park|Madison Park CDP
34|42840|Malaga|Malaga CDP
34|42930|Manahawkin|Manahawkin CDP
34|43980|Marksboro|Marksboro CDP
34|44010|Marlboro|Marlboro CDP
34|44100|Marlton|Marlton CDP
34|44280|Marmora|Marmora CDP
34|44345|Marshallville|Marshallville CDP
34|44430|Martinsville|Martinsville CDP
34|44670|Mauricetown|Mauricetown CDP
34|44820|Mays Landing|Mays Landing CDP
34|45450|Menlo Park Terrace|Menlo Park Terrace CDP
34|45480|Mercerville|Mercerville CDP
34|45780|Mickleton|Mickleton CDP
34|45870|Middlebush|Middlebush CDP
34|46470|Millington|Millington CDP
34|46710|Milmay|Milmay CDP
34|46980|Mizpah|Mizpah CDP
34|47006|Money Island|Money Island CDP
34|47190|Monmouth Junction|Monmouth Junction CDP
34|47380|Monroe Manor|Monroe Manor CDP
34|47524|Montclair State University|Montclair State University CDP
34|47895|Moorestown-Lenola|Moorestown-Lenola CDP
34|48030|Morganville|Morganville CDP
34|48450|Mountain Lake|Mountain Lake CDP
34|48840|Mount Hermon|Mount Hermon CDP
34|48930|Mount Hope|Mount Hope CDP
34|49200|Mount Royal|Mount Royal CDP
34|49290|Mount Tabor|Mount Tabor CDP
34|49440|Mullica Hill|Mullica Hill CDP
34|49560|Mystic Island|Mystic Island CDP
34|49740|Navesink|Navesink CDP
34|50010|Nesco|Nesco CDP
34|50040|Neshanic|Neshanic CDP
34|50100|Neshanic Station|Neshanic Station CDP
34|51360|New Egypt|New Egypt CDP
34|51420|Newfoundland|Newfoundland CDP
34|51450|New Gretna|New Gretna CDP
34|51750|Newport|Newport CDP
34|51990|Newtonville|Newtonville CDP
34|52020|New Vernon|New Vernon CDP
34|52050|New Village|New Village CDP
34|52410|North Beach Haven|North Beach Haven CDP
34|52650|North Cape May|North Cape May CDP
34|53205|North Middletown|North Middletown CDP
34|53790|Oakhurst|Oakhurst CDP
