STATEFP|PLACEFP|NAME|NAMELSAD
26|68990|Robin Glen-Indiantown|Robin Glen-Indiantown CDP
26|69060|Rock|Rock CDP
26|69120|Rockland|Rockland CDP
26|70160|Ruby|Ruby CDP
26|70800|St. Helen|St. Helen CDP
26|70900|St. James|St. James CDP
26|71340|Sand Lake|Sand Lake CDP
26|72060|Scotts|Scotts CDP
26|72700|Shaftsburg|Shaftsburg CDP
26|73560|Shields|Shields CDP
26|73730|Shorewood-Tower Hills-Harbert|Shorewood-Tower Hills-Harbert CDP
26|74120|Skanee|Skanee CDP
26|74200|Skidway Lake|Skidway Lake CDP
26|74380|Snover|Snover CDP
26|74740|South Boardman|South Boardman CDP
26|74975|South Gull Lake|South Gull Lake CDP
26|75140|South Monroe|South Monroe CDP
26|75620|Spring Arbor|Spring Arbor CDP
26|76720|Stony Point|Stony Point CDP
26|76820|Stronach|Stronach CDP
26|79240|Temperance|Temperance CDP
26|79680|Three Lakes|Three Lakes CDP
26|80200|Tower|Tower CDP
26|80480|Trimountain|Trimountain CDP
26|80660|Trowbridge Park|Trowbridge Park CDP
26|80720|Trufant|Trufant CDP
26|81040|Twin Lake|Twin Lake CDP
26|81740|Vandercook Lake|Vandercook Lake CDP
26|82490|Vineyard Lake|Vineyard Lake CDP
26|82680|Wacousta|Wacousta CDP
26|83140|Walloon Lake|Walloon Lake CDP
26|84360|Watersmeet|Watersmeet CDP
26|84800|Waverly|Waverly CDP
26|85110|Wedgewood|Wedgewood CDP
26|85140|Weidman|Weidman CDP
26|85300|Wellston|Wellston CDP
26|85700|West Ishpeming|West Ishpeming CDP
26|86050|West Monroe|West Monroe CDP
26|86380|Westwood|Westwood CDP
26|86960|White Pine|White Pine CDP
26|87060|Whitmore Lake|Whitmore Lake CDP
26|87920|Winn|Winn CDP
26|88220|Wolf Lake|Wolf Lake CDP
26|88480|Woodland Beach|Woodland Beach CDP
26|89240|Zeba|Zeba CDP
