STATEFP|PLACEFP|NAME|NAMELSAD
45|63700|Sans Souci|Sans Souci CDP
45|64240|Saxon|Saxon CDP
45|64690|Seabrook|Seabrook CDP
45|65207|Seven Oaks|Seven Oaks CDP
45|65590|Sheldon|Sheldon CDP
45|65680|Shell Point|Shell Point CDP
45|65950|Shiloh|Shiloh CDP
45|66917|Slater-Marietta|Slater-Marietta CDP
45|67390|Socastee|Socastee CDP
45|67750|Southern Shops|Southern Shops CDP
45|68177|South Sumter|South Sumter CDP
45|68210|South Union|South Union CDP
45|68380|Springdale|Springdale CDP
45|68920|Startex|Startex CDP
45|69010|Stateburg|Stateburg CDP
45|71170|Tamassee|Tamassee CDP
45|71395|Taylors|Taylors CDP
45|71658|The Cliffs Valley|The Cliffs Valley CDP
45|71890|Tigerville|Tigerville CDP
45|72295|Tradesville|Tradesville CDP
45|73240|Unity|Unity CDP
45|73330|Utica|Utica CDP
45|73465|Valley Falls|Valley Falls CDP
45|73870|Wade Hampton|Wade Hampton CDP
45|74140|Wallace|Wallace CDP
45|74635|Ware Place|Ware Place CDP
45|74725|Warrenville|Warrenville CDP
45|75220|Watts Mills|Watts Mills CDP
45|75445|Wedgefield|Wedgefield CDP
45|75535|Welcome|Welcome CDP
45|77042|White Knoll|White Knoll CDP
45|77425|Whitney|Whitney CDP
45|77672|Wilkinson Heights|Wilkinson Heights CDP
45|77920|Willington|Willington CDP
45|78505|Winnsboro Mills|Winnsboro Mills CDP
45|78640|Wisacky|Wisacky CDP
45|78820|Woodfield|Woodfield CDP
45|79341|Wyboo|Wyboo CDP
45|79720|Zion|Zion CDP
